CN,JAC,AA,PA,TN,PG,Katz,Random Walk with Restart,label
0,0.0,0.0,4,4,-14.395684498928059,0.0,-9.210340371976182,0
0,0.0,0.0,16,8,-14.469650225949088,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.521308720290694,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.500917573935979,0.0,-9.210340371976182,0
0,0.0,0.0,60,19,-14.438230937599666,0.0,-9.210340371976182,0
0,0.0,0.0,14,9,-14.447169892061211,9.999505014708154e-29,-8.970235902510044,0
0,0.0,0.0,4,4,-14.422493293229135,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.544915140799791,0.0,-9.210340371976182,0
0,0.0,0.0,6,7,-14.239499595366421,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.496310425529,0.0,-9.210340371976182,0
0,0.0,0.0,24,11,-14.34179653358725,0.0,-9.210340371976182,0
0,0.0,0.0,7,8,-14.360921449134198,0.0,-9.210340371976182,0
0,0.0,0.0,24,14,-14.456099229495152,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.492527418751699,0.0,-9.210340371976182,0
0,0.0,0.0,7,8,-14.243239905016093,0.0,-9.210340371976182,0
0,0.0,0.0,1,2,-14.507587093532912,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.473968452670292,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.497869216206096,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.469828511736253,0.0,-9.210340371976182,0
0,0.0,0.0,6,5,-14.571340368227645,1.9998621054342577e-42,-9.182260328881501,0
0,0.0,0.0,12,8,-14.460657348832568,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.442210196364991,0.0,-9.210340371976182,0
0,0.0,0.0,4,5,-14.523251122867613,0.0,-9.210340371976182,0
0,0.0,0.0,4,4,-14.482376188507232,0.0,-9.210340371976182,0
0,0.0,0.0,4,4,-14.482376188507232,0.0,-9.210340371976182,0
0,0.0,0.0,6,7,-14.458598492287022,0.0,-9.210340371976182,0
0,0.0,0.0,6,5,-14.434046848086567,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.456633153404184,0.0,-9.210340371976182,0
0,0.0,0.0,6,7,-14.456725202643412,0.0,-9.210340371976182,0
0,0.0,0.0,15,8,-14.472910532067203,0.0,-9.210340371976182,0
0,0.0,0.0,8,9,-14.43158254757634,0.0,-9.210340371976182,0
0,0.0,0.0,9,6,-14.476424771165231,0.0,-9.210340371976182,0
0,0.0,0.0,12,7,-14.395679248971668,0.0,-9.210340371976182,0
0,0.0,0.0,6,5,-14.456426511752946,0.0,-9.210340371976182,0
0,0.0,0.0,4,5,-14.422934214621296,0.0,-9.210340371976182,0
0,0.0,0.0,72,17,-14.351424381698877,0.0,-9.210340371976182,0
0,0.0,0.0,5,6,-14.510269271212053,1.9998224087628496e-56,-9.208808600803525,0
0,0.0,0.0,6,5,-14.370715677671846,0.0,-9.210340371976182,0
0,0.0,0.0,21,10,-14.393610716161227,1.5997954940781378e-83,-9.21026963825678,0
0,0.0,0.0,8,6,-14.460032333248005,0.0,-9.210340371976182,0
0,0.0,0.0,21,10,-14.499245885079787,0.0,-9.210340371976182,0
0,0.0,0.0,8,6,-14.335783592930735,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.442210196364991,0.0,-9.210340371976182,0
0,0.0,0.0,22,13,-14.292801768520329,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.487458831672981,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.419345063671667,0.0,-9.210340371976182,0
0,0.0,0.0,4,4,-14.516744122193774,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.522213626786602,0.0,-9.210340371976182,0
0,0.0,0.0,84,20,-14.383424428514937,0.0,-9.210340371976182,0
0,0.0,0.0,4,5,-14.446117797957228,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.442210196364991,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.492319980850443,0.0,-9.210340371976182,0
0,0.0,0.0,1,2,-14.573546775810097,0.0,-9.210340371976182,0
0,0.0,0.0,1,2,-14.554502241391468,0.0,-9.210340371976182,0
0,0.0,0.0,1,2,-14.488777832181327,0.0,-9.210340371976182,0
0,0.0,0.0,10,7,-14.459168282855664,0.0,-9.210340371976182,0
0,0.0,0.0,1,2,-14.538213950003993,0.0,-9.210340371976182,0
0,0.0,0.0,4,4,-14.466310796729188,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.457543589471939,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.545870115270375,9.998910064812612e-71,-9.210263481824647,0
0,0.0,0.0,14,9,-14.436591587435814,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.442210196364991,0.0,-9.210340371976182,0
0,0.0,0.0,4,5,-14.443156230303355,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.458894911626793,0.0,-9.210340371976182,0
0,0.0,0.0,1,2,-14.442210196364991,0.0,-9.210340371976182,0
0,0.0,0.0,28,11,-14.23286209060346,0.0,-9.210340371976182,0
0,0.0,0.0,1,2,-14.442210196364991,0.0,-9.210340371976182,0
0,0.0,0.0,4,4,-14.502091778052872,0.0,-9.210340371976182,0
0,0.0,0.0,9,6,-14.490284762070967,0.0,-9.210340371976182,0
0,0.0,0.0,4,5,-14.518254933316053,0.0,-9.210340371976182,0
0,0.0,0.0,1,2,-14.525001784308015,0.0,-9.210340371976182,0
0,0.0,0.0,8,6,-14.470112708348065,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.497997284358064,0.0,-9.210340371976182,0
0,0.0,0.0,4,5,-14.42997198690339,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.485726651662869,0.0,-9.210340371976182,0
0,0.0,0.0,18,9,-14.456962254800837,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.445003677837054,0.0,-9.210340371976182,0
0,0.0,0.0,12,7,-14.456850161673186,0.0,-9.210340371976182,0
0,0.0,0.0,1,2,-14.488777832181327,0.0,-9.210340371976182,0
0,0.0,0.0,18,19,-14.214234211666339,0.0,-9.210340371976182,0
0,0.0,0.0,8,6,-14.468020876691881,0.0,-9.210340371976182,0
0,0.0,0.0,21,10,-14.458268184745785,0.0,-9.210340371976182,0
0,0.0,0.0,6,5,-14.442210196364991,0.0,-9.210340371976182,0
0,0.0,0.0,5,6,-14.50848642220811,0.0,-9.210340371976182,0
0,0.0,0.0,25,10,-14.40128110043667,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.551438878019383,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.482914310834811,0.0,-9.210340371976182,0
0,0.0,0.0,6,5,-14.442210196364991,0.0,-9.210340371976182,0
0,0.0,0.0,1,2,-14.442210196364991,0.0,-9.210340371976182,0
0,0.0,0.0,5,6,-14.468992792013445,0.0,-9.210340371976182,0
0,0.0,0.0,8,6,-14.32600865752929,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.530245048315372,0.0,-9.210340371976182,0
0,0.0,0.0,8,6,-14.368763529587333,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.507934605575132,0.0,-9.210340371976182,0
0,0.0,0.0,8,6,-14.432543527852392,0.0,-9.210340371976182,0
0,0.0,0.0,9,10,-14.345808764802829,0.0,-9.210340371976182,0
0,0.0,0.0,11,12,-14.278378811481137,0.0,-9.210340371976182,0
0,0.0,0.0,6,7,-14.52927201679643,1.999881004130879e-35,-8.906626295482518,0
0,0.0,0.0,3,4,-14.442210196364991,0.0,-9.210340371976182,0
0,0.0,0.0,6,5,-14.550355535626315,0.0,-9.210340371976182,0
0,0.0,0.0,1,2,-14.442210196364991,0.0,-9.210340371976182,0
0,0.0,0.0,5,6,-14.515733435028967,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.391523730728014,0.0,-9.210340371976182,0
0,0.0,0.0,72,22,-14.22223390453964,0.0,-9.210340371976182,0
0,0.0,0.0,9,6,-14.4114295590629,0.0,-9.210340371976182,0
0,0.0,0.0,15,16,-14.432680974588832,0.0,-9.210340371976182,0
0,0.0,0.0,21,10,-14.480780631016964,0.0,-9.210340371976182,0
0,0.0,0.0,1,2,-14.635119279171942,0.0,-9.210340371976182,0
0,0.0,0.0,4,4,-14.530226703600306,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.554070016724491,0.0,-9.210340371976182,0
0,0.0,0.0,12,7,-14.468441987519224,0.0,-9.210340371976182,0
0,0.0,0.0,1,2,-14.607212538805918,9.999401020931737e-36,-9.008340272813053,0
0,0.0,0.0,6,7,-14.53966589337732,0.0,-9.210340371976182,0
0,0.0,0.0,1,2,-14.524407422421369,0.0,-9.210340371976182,0
0,0.0,0.0,8,6,-14.388081774146006,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.34495609491168,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.536223421356627,9.99940902037836e-36,-9.116223102920014,0
0,0.0,0.0,21,10,-14.439175408314927,0.0,-9.210340371976182,0
0,0.0,0.0,12,8,-14.349026220643916,0.0,-9.210340371976182,0
0,0.0,0.0,7,8,-14.523234392278024,0.0,-9.210340371976182,0
0,0.0,0.0,6,5,-14.355115489514057,0.0,-9.210340371976182,0
0,0.0,0.0,12,7,-14.383330360398748,0.0,-9.210340371976182,0
0,0.0,0.0,15,8,-14.382390077719059,0.0,-9.210340371976182,0
0,0.0,0.0,9,6,-14.511975162997201,0.0,-9.210340371976182,0
0,0.0,0.0,12,8,-14.423745200279004,0.0,-9.210340371976182,0
0,0.0,0.0,6,5,-14.442210196364991,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.548659413869206,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.395684498928059,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.534022554153536,0.0,-9.210340371976182,0
0,0.0,0.0,24,10,-14.420519029722776,3.999567925463462e-70,-9.210060268188073,0
0,0.0,0.0,8,6,-14.482358188777361,0.0,-9.210340371976182,0
0,0.0,0.0,1,2,-14.488777832181327,0.0,-9.210340371976182,0
0,0.0,0.0,5,6,-14.39356091405502,0.0,-9.210340371976182,0
0,0.0,0.0,4,5,-14.509596177661692,0.0,-9.210340371976182,0
0,0.0,0.0,8,9,-14.436540305039617,0.0,-9.210340371976182,0
0,0.0,0.0,1,2,-14.529172084783283,0.0,-9.210340371976182,0
0,0.0,0.0,8,6,-14.485081116143435,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.551268550991576,0.0,-9.210340371976182,0
0,0.0,0.0,12,8,-14.446288944202061,1.999861805457936e-42,-9.189880775361107,0
0,0.0,0.0,6,5,-14.478109405077607,0.0,-9.210340371976182,0
0,0.0,0.0,4,5,-14.511024787882782,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.461982591895934,0.0,-9.210340371976182,0
0,0.0,0.0,12,7,-14.45495667314441,1.999822908713223e-56,-9.203201701759799,0
0,0.0,0.0,32,18,-14.49336210777326,0.0,-9.210340371976182,0
0,0.0,0.0,32,12,-14.431459042356183,0.0,-9.210340371976182,0
0,0.0,0.0,10,7,-14.418853371288563,0.0,-9.210340371976182,0
0,0.0,0.0,20,9,-14.258092011547564,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.522764866859255,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.538091957419311,1.999842207004299e-49,-9.167673658274456,0
0,0.0,0.0,5,6,-14.505371154099024,0.0,-9.210340371976182,0
0,0.0,0.0,39,16,-14.27365917463058,0.0,-9.210340371976182,0
0,0.0,0.0,6,5,-14.49863949183925,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.515696265997619,0.0,-9.210340371976182,0
0,0.0,0.0,12,8,-14.386028434166338,0.0,-9.210340371976182,0
0,0.0,0.0,28,16,-14.50910723646821,0.0,-9.210340371976182,0
0,0.0,0.0,4,4,-14.48378049338385,0.0,-9.210340371976182,0
0,0.0,0.0,1,2,-14.529130359209255,0.0,-9.210340371976182,0
0,0.0,0.0,8,6,-14.42645988627376,0.0,-9.210340371976182,0
0,0.0,0.0,9,6,-14.3898696162282,0.0,-9.210340371976182,0
1,0.16666666666666666,0.30337898957548265,12,6,-14.505218499643888,9.999704005844796e-15,-7.900501121995609,0
0,0.0,0.0,3,4,-14.508708496132687,0.0,-9.210340371976182,0
0,0.0,0.0,6,5,-14.49165166564392,0.0,-9.210340371976182,0
0,0.0,0.0,1,2,-14.528246865216893,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.442210196364991,0.0,-9.210340371976182,0
0,0.0,0.0,36,13,-14.243735890697177,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.571081553629611,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.53954227019608,0.0,-9.210340371976182,0
0,0.0,0.0,8,9,-14.426105726760522,0.0,-9.210340371976182,0
0,0.0,0.0,6,5,-14.390112268848789,0.0,-9.210340371976182,0
0,0.0,0.0,4,5,-14.443632916284518,0.0,-9.210340371976182,0
0,0.0,0.0,1,2,-14.488777832181327,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.456426511752946,0.0,-9.210340371976182,0
0,0.0,0.0,7,8,-14.427476619630898,0.0,-9.210340371976182,0
0,0.0,0.0,21,10,-14.426518195328406,0.0,-9.210340371976182,0
0,0.0,0.0,4,4,-14.442210196364991,0.0,-9.210340371976182,0
0,0.0,0.0,6,5,-14.505744218795758,0.0,-9.210340371976182,0
0,0.0,0.0,16,10,-14.319650280561987,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.548861225488338,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.492527418751699,0.0,-9.210340371976182,0
0,0.0,0.0,6,5,-14.44517700534752,0.0,-9.210340371976182,0
0,0.0,0.0,4,5,-14.439040106442068,0.0,-9.210340371976182,0
0,0.0,0.0,12,8,-14.438345743306966,0.0,-9.210340371976182,0
0,0.0,0.0,6,5,-14.492145110910595,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.490740679362522,0.0,-9.210340371976182,0
0,0.0,0.0,12,8,-14.464237516218748,0.0,-9.210340371976182,0
0,0.0,0.0,21,10,-14.295940400439381,0.0,-9.210340371976182,0
0,0.0,0.0,6,5,-14.489230173190442,0.0,-9.210340371976182,0
0,0.0,0.0,4,4,-14.475916215194864,0.0,-9.210340371976182,0
0,0.0,0.0,12,7,-14.438559008608067,0.0,-9.210340371976182,0
0,0.0,0.0,1,2,-14.488777832181327,0.0,-9.210340371976182,0
0,0.0,0.0,8,6,-14.422934214621296,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.484470792692221,0.0,-9.210340371976182,0
0,0.0,0.0,6,5,-14.562218590263583,1.999881704082791e-35,-9.103924607569462,0
0,0.0,0.0,7,8,-14.243239905016093,0.0,-9.210340371976182,0
0,0.0,0.0,6,5,-14.463090140704029,0.0,-9.210340371976182,0
0,0.0,0.0,6,7,-14.4498736655406,0.0,-9.210340371976182,0
0,0.0,0.0,6,7,-14.47745964579071,0.0,-9.210340371976182,0
0,0.0,0.0,8,6,-14.456104408044233,0.0,-9.210340371976182,0
0,0.0,0.0,4,4,-14.50369717523463,0.0,-9.210340371976182,0
0,0.0,0.0,15,16,-14.512250049600397,0.0,-9.210340371976182,0
0,0.0,0.0,18,9,-14.429918250772218,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.571899687291197,3.999529929927268e-77,-9.210278025658122,0
0,0.0,0.0,14,9,-14.490353750217212,1.1999052442094517e-48,-9.019465996018688,0
0,0.0,0.0,8,6,-14.507818564264618,0.0,-9.210340371976182,0
0,0.0,0.0,35,12,-14.480109316591204,0.0,-9.210340371976182,0
0,0.0,0.0,21,10,-14.306700416706915,0.0,-9.210340371976182,0
0,0.0,0.0,8,6,-14.42645988627376,0.0,-9.210340371976182,0
0,0.0,0.0,28,11,-14.400969484697125,1.9998818040760325e-35,-9.10962808454498,0
0,0.0,0.0,12,7,-14.462021164030864,1.999765014958402e-77,-9.210298383860586,0
0,0.0,0.0,6,5,-14.427193878105152,0.0,-9.210340371976182,0
0,0.0,0.0,2,3,-14.442210196364991,0.0,-9.210340371976182,0
0,0.0,0.0,8,6,-14.443441613828853,0.0,-9.210340371976182,0
0,0.0,0.0,6,5,-14.456633153404184,0.0,-9.210340371976182,0
0,0.0,0.0,1,2,-14.492319980850443,0.0,-9.210340371976182,0
0,0.0,0.0,3,4,-14.442210196364991,0.0,-9.210340371976182,0
0,0.0,0.0,21,10,-14.374637219436087,0.0,-9.210340371976182,0
0,0.0,0.0,6,5,-14.465805104391865,0.0,-9.210340371976182,0
